"Instituto Nacional de Estadística y Geografía",
"",
"16. Michoacán (mensual)",
"Fecha de consulta: 19/04/2025 21:21:59",

"Título","Índice Nacional de Precios al Consumidor. Base segunda quincena Julio 2018. Actualización de Canasta y Ponderadores 2024 (mensual), por entidad federativa, 16 Michoacán, Índice de precios al consumidor, por objeto del gasto, Índice general","Índice Nacional de Precios al Consumidor. Base segunda quincena Julio 2018. Actualización de Canasta y Ponderadores 2024 (mensual), por entidad federativa, 16 Michoacán, Índice de precios al consumidor, por objeto del gasto, Índice general, 1. Alimentos, bebidas y tabaco","Índice Nacional de Precios al Consumidor. Base segunda quincena Julio 2018. Actualización de Canasta y Ponderadores 2024 (mensual), por entidad federativa, 16 Michoacán, Índice de precios al consumidor, por objeto del gasto, Índice general, 2. Ropa, calzado y accesorios","Índice Nacional de Precios al Consumidor. Base segunda quincena Julio 2018. Actualización de Canasta y Ponderadores 2024 (mensual), por entidad federativa, 16 Michoacán, Índice de precios al consumidor, por objeto del gasto, Índice general, 3. Vivienda","Índice Nacional de Precios al Consumidor. Base segunda quincena Julio 2018. Actualización de Canasta y Ponderadores 2024 (mensual), por entidad federativa, 16 Michoacán, Índice de precios al consumidor, por objeto del gasto, Índice general, 4. Muebles, aparatos y accesorios domésticos","Índice Nacional de Precios al Consumidor. Base segunda quincena Julio 2018. Actualización de Canasta y Ponderadores 2024 (mensual), por entidad federativa, 16 Michoacán, Índice de precios al consumidor, por objeto del gasto, Índice general, 5. Salud y cuidado personal, 5.1. Salud","Índice Nacional de Precios al Consumidor. Base segunda quincena Julio 2018. Actualización de Canasta y Ponderadores 2024 (mensual), por entidad federativa, 16 Michoacán, Índice de precios al consumidor, por objeto del gasto, Índice general, 5. Salud y cuidado personal, 5.2. Cuidado personal","Índice Nacional de Precios al Consumidor. Base segunda quincena Julio 2018. Actualización de Canasta y Ponderadores 2024 (mensual), por entidad federativa, 16 Michoacán, Índice de precios al consumidor, por objeto del gasto, Índice general, 6. Transporte","Índice Nacional de Precios al Consumidor. Base segunda quincena Julio 2018. Actualización de Canasta y Ponderadores 2024 (mensual), por entidad federativa, 16 Michoacán, Índice de precios al consumidor, por objeto del gasto, Índice general, 7. Educación y esparcimiento","Índice Nacional de Precios al Consumidor. Base segunda quincena Julio 2018. Actualización de Canasta y Ponderadores 2024 (mensual), por entidad federativa, 16 Michoacán, Índice de precios al consumidor, por objeto del gasto, Índice general, 8. Otros servicios"
"Periodo disponible","Jul 2018-Mar 2025","Jul 2018-Mar 2025","Jul 2018-Mar 2025","Jul 2018-Mar 2025","Jul 2018-Mar 2025","Jul 2018-Mar 2025","Jul 2018-Mar 2025","Jul 2018-Mar 2025","Jul 2018-Mar 2025","Jul 2018-Mar 2025"
"Periodicidad","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual"
"Cifra","Índices","Índices","Índices","Índices","Índices","Índices","Índices","Índices","Índices","Índices"
"Unidad","Sin Unidad","Sin Unidad","Sin Unidad","Sin Unidad","Sin Unidad","Sin Unidad","Sin Unidad","Sin Unidad","Sin Unidad","Sin Unidad"
"Base","Índice base segunda quincena de julio 2018 = 100","Índice base segunda quincena de julio 2018 = 100","Índice base segunda quincena de julio 2018 = 100","Índice base segunda quincena de julio 2018 = 100","Índice base segunda quincena de julio 2018 = 100","Índice base segunda quincena de julio 2018 = 100","Índice base segunda quincena de julio 2018 = 100","Índice base segunda quincena de julio 2018 = 100","Índice base segunda quincena de julio 2018 = 100","Índice base segunda quincena de julio 2018 = 100"
"Aviso","Las desagregaciones del INPC solo tienen valor informativo.
  ","Las desagregaciones del INPC solo tienen valor informativo.
  ","Las desagregaciones del INPC solo tienen valor informativo.
  ","Las desagregaciones del INPC solo tienen valor informativo.
  ","Las desagregaciones del INPC solo tienen valor informativo.
  ","Las desagregaciones del INPC solo tienen valor informativo.
  ","Las desagregaciones del INPC solo tienen valor informativo.
  ","Las desagregaciones del INPC solo tienen valor informativo.
  ","Las desagregaciones del INPC solo tienen valor informativo.
  ","Las desagregaciones del INPC solo tienen valor informativo.
  "
"Tipo de información","Índices","Índices","Índices","Índices","Índices","Índices","Índices","Índices","Índices","Índices"
"Fecha","901400","901401","901556","901608","901633","901689","901717","901738","901774","901819"
"Ene 2018","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E"
"Feb 2018","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E"
"Mar 2018","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E"
"Abr 2018","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E"
"May 2018","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E"
"Jun 2018","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E"
"Jul 2018","100.000000000000","100.000000000000","100.000000000000","100.000000000000","100.000000000000","100.000000000000","100.000000000000","100.000000000000","100.000000000000","100.000000000000"
"Ago 2018","100.413000000000","100.332000000000","99.432000000000","100.041000000000","100.094000000000","100.032000000000","99.985000000000","101.219000000000","100.468000000000","101.384000000000"
"Sep 2018","100.898000000000","100.834000000000","100.452000000000","100.812000000000","100.557000000000","99.173000000000","100.396000000000","102.067000000000","100.792000000000","101.155000000000"
"Oct 2018","101.248000000000","101.165000000000","101.032000000000","101.058000000000","100.982000000000","98.998000000000","100.995000000000","102.778000000000","101.070000000000","101.308000000000"
"Nov 2018","101.434000000000","101.830000000000","101.217000000000","100.293000000000","101.599000000000","99.313000000000","101.695000000000","102.726000000000","101.160000000000","101.772000000000"
"Dic 2018","102.157000000000","103.275000000000","101.926000000000","100.578000000000","101.583000000000","99.652000000000","102.010000000000","102.860000000000","101.821000000000","102.478000000000"
"Ene 2019","102.588000000000","104.217000000000","101.827000000000","100.572000000000","101.805000000000","100.152000000000","103.229000000000","102.375000000000","101.762000000000","103.816000000000"
"Feb 2019","102.514000000000","103.012000000000","101.967000000000","100.749000000000","101.481000000000","100.559000000000","103.381000000000","103.932000000000","102.109000000000","104.205000000000"
"Mar 2019","102.934000000000","103.118000000000","101.794000000000","101.182000000000","101.703000000000","101.339000000000","103.114000000000","105.376000000000","102.428000000000","104.879000000000"
"Abr 2019","102.902000000000","103.058000000000","101.538000000000","101.036000000000","101.229000000000","101.620000000000","104.010000000000","104.585000000000","103.317000000000","105.344000000000"
"May 2019","102.948000000000","103.288000000000","101.655000000000","101.034000000000","101.224000000000","102.819000000000","104.301000000000","103.651000000000","103.082000000000","105.831000000000"
"Jun 2019","102.959000000000","103.278000000000","100.273000000000","100.944000000000","101.285000000000","103.874000000000","104.772000000000","103.802000000000","103.031000000000","106.078000000000"
"Jul 2019","103.541000000000","104.464000000000","100.800000000000","100.889000000000","101.010000000000","104.689000000000","104.719000000000","104.513000000000","103.330000000000","106.503000000000"
"Ago 2019","103.723000000000","104.865000000000","100.707000000000","100.791000000000","101.663000000000","105.669000000000","105.469000000000","104.215000000000","103.148000000000","106.827000000000"
"Sep 2019","103.867000000000","105.110000000000","100.545000000000","101.005000000000","101.272000000000","105.984000000000","105.802000000000","104.348000000000","103.449000000000","106.603000000000"
"Oct 2019","104.034000000000","105.356000000000","100.159000000000","101.433000000000","101.545000000000","105.403000000000","105.434000000000","104.370000000000","103.469000000000","107.110000000000"
"Nov 2019","104.489000000000","106.083000000000","100.098000000000","101.757000000000","101.819000000000","106.276000000000","106.105000000000","104.773000000000","103.603000000000","107.305000000000"
"Dic 2019","105.064000000000","107.393000000000","99.501000000000","101.967000000000","101.778000000000","106.538000000000","106.346000000000","105.089000000000","103.731000000000","108.032000000000"
"Ene 2020","105.502000000000","108.766000000000","99.593000000000","101.421000000000","101.686000000000","107.224000000000","106.553000000000","105.214000000000","103.736000000000","108.490000000000"
"Feb 2020","105.830000000000","109.985000000000","100.426000000000","101.546000000000","100.761000000000","107.591000000000","106.154000000000","104.329000000000","103.768000000000","108.660000000000"
"Mar 2020","105.687000000000","110.698000000000","100.535000000000","101.812000000000","101.533000000000","108.497000000000","107.194000000000","99.598000000000","103.987000000000","109.380000000000"
"Abr 2020","105.239000000000","111.611000000000","100.698000000000","102.160000000000","103.449000000000","109.814000000000","108.055000000000","92.116000000000","103.613000000000","109.659000000000"
"May 2020","106.385000000000","112.558000000000","99.575000000000","102.967000000000","102.907000000000","109.687000000000","108.104000000000","97.412000000000","103.956000000000","110.031000000000"
"Jun 2020","106.941000000000","112.039000000000","100.044000000000","103.891000000000","104.319000000000","108.890000000000","108.649000000000","100.541000000000","104.410000000000","110.275000000000"
"Jul 2020","107.563000000000","112.560000000000","100.132000000000","104.271000000000","104.878000000000","110.216000000000","109.605000000000","102.203000000000","103.987000000000","110.984000000000"
"Ago 2020","108.240000000000","113.758000000000","99.060000000000","104.445000000000","105.320000000000","111.013000000000","109.506000000000","102.762000000000","104.337000000000","112.734000000000"
"Sep 2020","108.313000000000","114.210000000000","98.016000000000","104.174000000000","105.385000000000","112.060000000000","108.621000000000","102.432000000000","106.507000000000","111.614000000000"
"Oct 2020","108.379000000000","114.575000000000","99.257000000000","104.258000000000","105.551000000000","111.861000000000","108.367000000000","102.312000000000","106.456000000000","110.454000000000"
"Nov 2020","107.856000000000","113.726000000000","97.735000000000","104.585000000000","103.887000000000","111.924000000000","109.289000000000","100.262000000000","106.473000000000","111.299000000000"
"Dic 2020","108.491000000000","113.844000000000","100.388000000000","105.208000000000","105.496000000000","112.205000000000","110.762000000000","101.335000000000","106.309000000000","112.027000000000"
"Ene 2021","109.702000000000","114.412000000000","100.940000000000","106.726000000000","106.394000000000","112.698000000000","111.489000000000","104.525000000000","106.565000000000","113.869000000000"
"Feb 2021","110.518000000000","115.150000000000","100.618000000000","107.514000000000","107.067000000000","113.514000000000","112.187000000000","106.494000000000","106.736000000000","114.653000000000"
"Mar 2021","111.192000000000","115.787000000000","102.204000000000","108.454000000000","107.477000000000","114.456000000000","112.903000000000","107.279000000000","107.258000000000","114.278000000000"
"Abr 2021","111.798000000000","116.635000000000","102.548000000000","108.405000000000","108.378000000000","114.867000000000","113.206000000000","107.759000000000","107.074000000000","116.528000000000"
"May 2021","112.595000000000","118.116000000000","102.662000000000","108.741000000000","107.683000000000","115.484000000000","112.820000000000","109.140000000000","107.004000000000","117.426000000000"
"Jun 2021","113.269000000000","119.402000000000","101.637000000000","109.610000000000","107.705000000000","115.236000000000","113.412000000000","109.932000000000","107.321000000000","117.352000000000"
"Jul 2021","113.836000000000","120.278000000000","101.996000000000","110.818000000000","108.359000000000","115.318000000000","114.458000000000","109.427000000000","107.356000000000","117.525000000000"
"Ago 2021","114.174000000000","121.748000000000","103.082000000000","109.116000000000","109.426000000000","115.122000000000","115.338000000000","109.584000000000","107.849000000000","117.586000000000"
"Sep 2021","114.610000000000","122.335000000000","103.933000000000","110.233000000000","110.426000000000","114.076000000000","115.221000000000","109.313000000000","108.935000000000","116.913000000000"
"Oct 2021","115.322000000000","122.790000000000","105.188000000000","111.700000000000","111.785000000000","113.674000000000","115.316000000000","109.849000000000","109.470000000000","117.485000000000"
"Nov 2021","115.825000000000","124.488000000000","104.109000000000","111.428000000000","110.975000000000","113.843000000000","115.733000000000","109.952000000000","109.615000000000","117.994000000000"
"Dic 2021","116.676000000000","126.795000000000","104.342000000000","109.742000000000","112.914000000000","114.728000000000","117.312000000000","110.200000000000","109.887000000000","119.979000000000"
"Ene 2022","118.012000000000","127.905000000000","105.426000000000","110.012000000000","114.109000000000","116.784000000000","118.043000000000","110.291000000000","110.054000000000","127.446000000000"
"Feb 2022","119.345000000000","128.873000000000","105.939000000000","111.364000000000","115.088000000000","117.006000000000","118.675000000000","113.283000000000","110.535000000000","129.822000000000"
"Mar 2022","120.543000000000","129.799000000000","108.035000000000","112.998000000000","116.171000000000","117.788000000000","119.533000000000","114.935000000000","110.830000000000","131.014000000000"
"Abr 2022","121.640000000000","131.600000000000","108.274000000000","113.329000000000","116.589000000000","118.291000000000","121.562000000000","116.098000000000","111.702000000000","132.027000000000"
"May 2022","122.376000000000","133.381000000000","107.889000000000","113.500000000000","115.197000000000","119.000000000000","123.285000000000","116.400000000000","112.335000000000","132.203000000000"
"Jun 2022","123.387000000000","135.461000000000","108.030000000000","113.883000000000","116.789000000000","119.532000000000","123.784000000000","116.725000000000","111.627000000000","133.827000000000"
"Jul 2022","124.860000000000","138.204000000000","109.266000000000","114.288000000000","119.218000000000","119.868000000000","125.244000000000","117.733000000000","112.086000000000","134.771000000000"
"Ago 2022","125.658000000000","140.549000000000","108.092000000000","113.491000000000","120.415000000000","120.550000000000","125.594000000000","117.964000000000","112.808000000000","135.546000000000"
"Sep 2022","126.615000000000","142.002000000000","111.592000000000","113.447000000000","121.504000000000","121.774000000000","126.787000000000","117.872000000000","114.263000000000","136.243000000000"
"Oct 2022","126.852000000000","142.547000000000","111.873000000000","112.218000000000","122.471000000000","121.586000000000","128.450000000000","118.842000000000","114.633000000000","136.583000000000"
"Nov 2022","127.271000000000","143.043000000000","111.826000000000","112.296000000000","121.061000000000","121.490000000000","129.452000000000","119.640000000000","115.075000000000","138.055000000000"
"Dic 2022","128.012000000000","144.484000000000","113.388000000000","112.351000000000","122.796000000000","121.655000000000","131.618000000000","118.858000000000","116.166000000000","138.412000000000"
"Ene 2023","129.374000000000","145.680000000000","114.731000000000","113.283000000000","123.909000000000","124.521000000000","133.383000000000","119.703000000000","115.847000000000","142.729000000000"
"Feb 2023","130.308000000000","146.430000000000","114.942000000000","114.432000000000","124.847000000000","126.839000000000","132.721000000000","119.356000000000","116.356000000000","146.567000000000"
"Mar 2023","130.571000000000","146.310000000000","115.053000000000","114.115000000000","124.463000000000","127.337000000000","133.555000000000","120.719000000000","116.257000000000","148.214000000000"
"Abr 2023","130.913000000000","146.579000000000","115.561000000000","113.898000000000","125.432000000000","128.080000000000","135.144000000000","120.337000000000","116.700000000000","149.911000000000"
"May 2023","131.157000000000","146.507000000000","116.125000000000","113.878000000000","123.608000000000","129.310000000000","134.518000000000","120.769000000000","117.770000000000","151.627000000000"
"Jun 2023","131.328000000000","146.716000000000","116.335000000000","113.348000000000","125.711000000000","130.287000000000","134.949000000000","121.170000000000","117.566000000000","151.704000000000"
"Jul 2023","132.054000000000","148.523000000000","116.957000000000","113.118000000000","123.830000000000","130.648000000000","136.031000000000","122.120000000000","117.665000000000","152.125000000000"
"Ago 2023","133.262000000000","150.547000000000","117.611000000000","114.582000000000","122.734000000000","130.599000000000","137.162000000000","122.523000000000","118.717000000000","153.210000000000"
"Sep 2023","133.986000000000","151.489000000000","117.773000000000","115.681000000000","123.173000000000","130.529000000000","138.315000000000","122.770000000000","121.154000000000","152.249000000000"
"Oct 2023","134.247000000000","151.425000000000","117.823000000000","116.466000000000","125.024000000000","130.831000000000","137.733000000000","123.068000000000","121.218000000000","152.348000000000"
"Nov 2023","134.536000000000","151.528000000000","117.405000000000","116.383000000000","122.941000000000","132.708000000000","137.805000000000","124.573000000000","121.579000000000","153.165000000000"
